ElementId,Category,Family,Type,Original Category,Original Family,Original Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft),Comments,Parameter Snapshot
1640568,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,321,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,78.298,140.666,15,,,,,,,180,76.322,136.915,15,80.212,141.041,23.328,78.267,138.978,19.164,1440402,176,Room Name 176,L 1,81.094,742.905,80.715,135.729,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=321 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1640633,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,322,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,87.882,140.666,15,,,,,,,180,85.905,136.915,15,89.796,141.041,23.328,87.85,138.978,19.164,1440403,177,Room Name 177,L 1,80.719,739.159,90.382,135.729,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=322 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1640700,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,323,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,98.048,140.666,15,,,,,,,180,96.072,136.915,15,99.962,141.041,23.328,98.017,138.978,19.164,1440404,178,Room Name 178,L 1,80.906,740.954,100.048,135.729,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=323 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1640771,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,324,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,107.215,140.666,15,,,,,,,180,105.238,136.915,15,109.129,141.041,23.328,107.184,138.978,19.164,1440406,180,Room Name 180,L 1,81.094,742.905,109.715,135.729,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=324 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1640840,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,325,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,116.798,140.666,15,,,,,,,180,114.822,136.915,15,118.712,141.041,23.328,116.767,138.978,19.164,1440405,179,Room Name 179,L 1,83.708,766.535,119.548,135.729,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=325 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1640909,Doors,M_Door-Passage-Single-Two_Lite_Narrow,M_Door-Passage-Single-Two_Lite_Narrow,,,,L 1,326,B2030100,,,"3' - 6""","0' - 1 25/32""","8' - 0""",67 SF,5.89 CF,,,Metal - Painted - Grey; Steel - Stainless; Reflective glass; wood Oak,,,,,,Point,127.215,140.666,15,,,,,,,180,125.238,136.915,15,129.129,141.041,23.328,127.184,138.978,19.164,1773270,202,Room Name 202,L 1,81.655,748.526,129.215,135.749,15,,"Area=67 SF | Assembly Code=B2030100 | Door Handle Material=Steel - Stainless | Export Type to IFC=0 | Family and Type=M_Door-Passage-Single-Two_Lite_Narrow | Frame Material=Metal - Painted - Grey | Glass Stop Material=Metal - Painted - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=326 | Masonry Frame Depth=0' - 5 29/32"" | MFOpeningHeight=0' - 3 15/16"" | MFOpeningWidth=0' - 3 15/16"" | Panel Material=wood Oak | Rough Height=8' - 3 15/16"" | Rough Width=3' - 9 15/16"" | Sill Height=0' - 0"" | Strike Height=3' - 3 3/8"" | Thickness=0' - 1 25/32"" | Type=M_Door-Passage-Single-Two_Lite_Narrow | Type Id=M_Door-Passage-Single-Two_Lite_Narrow | Type IfcGUID=1DYGzUo6T6jxpNvIZfrpNM | Type Mark=63 | Type Name=M_Door-Passage-Single-Two_Lite_Narrow | Volume=5.89 CF | Width=3' - 6"""
1642597,Walls,,"Generic - 8"" DNC",,,,L -1,,,,"0' - 9 3/4""","0' - 8""",,,44 SF,29.39 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,14.882,174.021,-15,14.882,173.615,-15,14.882,174.427,-15,,14.549,173.615,-15,15.215,174.76,27,14.882,174.188,6,,,,,,,,,,,"Area=44 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" DNC | Length=0' - 9 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" DNC | Type Id=Generic - 8"" DNC | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" DNC | Unconnected Height=42' - 0"" | Volume=29.39 CF | Width=0' - 8"""
1675286,Walls,,"Generic - 8"" DNC",,,,L -1,,,,"6' - 4""","0' - 8""",,,85 SF,56.67 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,11.715,174.427,-15,14.882,174.427,-15,8.548,174.427,-15,,8.548,174.093,-15,14.882,174.76,0,11.715,174.427,-7.5,,,,,,,,,,,"Area=85 SF | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" DNC | Length=6' - 4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" DNC | Type Id=Generic - 8"" DNC | Type IfcGUID=1xZrMVYp52mhf4uMzw11Hk | Type Mark=G06 | Type Name=Generic - 8"" DNC | Unconnected Height=15' - 0"" | Volume=56.67 CF | Width=0' - 8"""
1675374,Walls,,"Generic - 8"" - EXTERIOR",,,,L -1,,B2010,Exterior Walls,"14' - 5 21/32""","0' - 8 1/4""",,,184 SF,126.37 CF,,,"Default Wall; Concrete, Cast-in-Place gray; Bamboo",,,,"0' - 0""","-2' - 0""",Curve,8.548,161.951,-15,8.548,169.187,-15,8.548,154.714,-15,,8.204,154.714,-15,8.892,169.187,-2,8.548,161.951,-8.5,,,,,,,,,,,"Area=184 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - EXTERIOR | Length=14' - 5 21/32"" | Related to Mass=False | Thermal Mass=0.4694 BTU/(ft²·°F) | Top Offset=-2' - 0"" | Type=Generic - 8"" - EXTERIOR | Type Id=Generic - 8"" - EXTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijB | Type Mark=G06 | Type Name=Generic - 8"" - EXTERIOR | Unconnected Height=13' - 0"" | Volume=126.37 CF | Width=0' - 8 1/4"""
1678200,Casework,Countertop_Wilsonart_Solid-Surface_Linear,Countertop_Wilsonart_Linear,,,,L -1,,,,"14' - 2""","2' - 0""",,"0' - 0""",29 SF,1.18 CF,,,Wilsonart - Solid Surface - 1530TM Beige Tempest,,,,,,Point,23.048,157.048,-15,,,,,,,270,8.882,153.857,-12.042,23.048,157.048,-12,15.965,155.453,-12.021,,,,,,,,,,,"Area=29 SF | Depth A=2' - 1"" | Depth B=2' - 1"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Countertop_Wilsonart_Linear | Height=0' - 0"" | Length=14' - 2"" | Length Edge=12' - 0"" | Level=L -1 | Main Material=Wilsonart - Solid Surface - 1530TM Beige Tempest | Offset from Host=0' - 0"" | Surface Area=29 SF | Surface Height=3' - 0"" | Surface Offset=0' - 0 1/2"" | Type=Countertop_Wilsonart_Linear | Type Id=Countertop_Wilsonart_Linear | Type IfcGUID=19E$Ofm$56YP0ppKCx9vQg | Type Name=Countertop_Wilsonart_Linear | Volume=1.18 CF | Width=2' - 0"""
1685746,Casework,Countertop_Wilsonart_Solid-Surface_Linear,Countertop_Wilsonart_Linear,,,,L -1,,,,"4' - 3 7/8""","2' - 0""",,"0' - 0""",9 SF,0.36 CF,,,Wilsonart - Solid Surface - 1530TM Beige Tempest,,,,,,Point,37.215,157.048,-15,,,,,,,270,32.892,153.857,-12.042,37.215,157.048,-12,35.053,155.453,-12.021,,,,,,,,,,,"Area=9 SF | Depth A=2' - 1"" | Depth B=2' - 1"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Countertop_Wilsonart_Linear | Height=0' - 0"" | Length=4' - 3 7/8"" | Length Edge=2' - 1 7/8"" | Level=L -1 | Main Material=Wilsonart - Solid Surface - 1530TM Beige Tempest | Offset from Host=0' - 0"" | Surface Area=9 SF | Surface Height=3' - 0"" | Surface Offset=0' - 0 1/2"" | Type=Countertop_Wilsonart_Linear | Type Id=Countertop_Wilsonart_Linear | Type IfcGUID=19E$Ofm$56YP0ppKCx9vQg | Type Name=Countertop_Wilsonart_Linear | Volume=0.36 CF | Width=2' - 0"""
1695664,Walls,,"Generic - 8"" - INTERIOR",,,,L -1,,C1010,Partitions,"6' - 0""","0' - 8""",,,55 SF,36.66 CF,,,Default Wall; Bamboo,,,,"-0' - 6""","-0' - 6""",Curve,11.548,163.979,-15,14.549,163.979,-15,8.548,163.979,-15,,8.548,163.645,-15.5,14.549,164.312,-0.5,11.548,163.979,-8,,,,,,,,,,,"Area=55 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=-0' - 6"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=6' - 0"" | Related to Mass=False | Top Offset=-0' - 6"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=15' - 0"" | Volume=36.66 CF | Width=0' - 8"""
1695687,Doors,Door-Passage-Single-Flush,"36"" x 96"" EXTERIOR",,,,L -1,328,B2030,Exterior Doors,,"3' - 6""","0' - 1 3/4""","8' - 0""",65 SF,6.13 CF,,,Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,Point,12.882,163.979,-15,,,,,,,360,10.965,163.604,-15,14.861,167.729,-6.667,12.913,165.666,-10.833,,,,,,,,,,,"Area=65 SF | Assembly Code=B2030 | Assembly Description=Exterior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=36"" x 96"" EXTERIOR | Frame Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L -1 | Mark=328 | Masonry Frame Depth=0' - 5 3/4"" | MF Opening Height=0' - 4"" | MF Opening Width=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=36"" x 96"" EXTERIOR | Type Id=36"" x 96"" EXTERIOR | Type IfcGUID=21niu4ukDA1u2Qnv1EMNiA | Type Mark=28 | Type Name=36"" x 96"" EXTERIOR | Volume=6.13 CF | Width=3' - 6"""
1702109,Casework,Countertop_Wilsonart_Solid-Surface_Linear,Countertop_Wilsonart_Linear,,,,L -1,,,,"22' - 7 1/2""","1' - 3 7/8""",,"0' - 0""",31 SF,1.25 CF,,,Wilsonart - Solid Surface - 1530TM Beige Tempest,,,,,,Point,37.215,163.645,-15,,,,,,,270,14.589,160.455,-12.042,37.215,163.645,-12,25.902,162.05,-12.021,,,,,,,,,,,"Area=31 SF | Depth A=2' - 1"" | Depth B=2' - 1"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Countertop_Wilsonart_Linear | Height=0' - 0"" | Length=22' - 7 1/2"" | Length Edge=19' - 9 3/8"" | Level=L -1 | Main Material=Wilsonart - Solid Surface - 1530TM Beige Tempest | Offset from Host=0' - 0"" | Surface Area=46 SF | Surface Height=3' - 0"" | Surface Offset=0' - 0 1/2"" | Type=Countertop_Wilsonart_Linear | Type Id=Countertop_Wilsonart_Linear | Type IfcGUID=19E$Ofm$56YP0ppKCx9vQg | Type Name=Countertop_Wilsonart_Linear | Volume=1.25 CF | Width=1' - 3 7/8"""
1705138,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,24.895,162.979,-15,,,,,,,0,23.582,162.216,-15,26.216,163.635,-12.017,24.899,162.925,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706254,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,27.561,162.979,-15,,,,,,,0,26.249,162.216,-15,28.882,163.635,-12.017,27.566,162.925,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706299,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,30.186,162.979,-15,,,,,,,0,28.874,162.216,-15,31.507,163.635,-12.017,30.19,162.925,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706300,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,32.853,162.979,-15,,,,,,,0,31.54,162.216,-15,34.174,163.635,-12.017,32.857,162.925,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706358,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,35.465,162.979,-15,,,,,,,0,34.153,162.216,-15,36.786,163.635,-12.017,35.469,162.925,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706423,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,18.504,162.991,-15,,,,,,,0,17.191,162.228,-15,19.825,163.647,-12.017,18.508,162.938,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1706424,Generic Models,MODEL-ACL810,MODEL-ACL810,,,,L -1,,,,,"2' - 7 1/2""","1' - 3 3/4""","2' - 9 11/32""",32 SF,2.01 CF,,,Rockworth - Aluminium - Silver; Rockworth - Melamine - AVIGNION-(MV); Rockworth - Melamine - OAK-69A-(MO); Rockworth - Nylon - Black,,,,,,Point,21.17,162.991,-15,,,,,,,0,19.858,162.228,-15,22.491,163.647,-12.017,21.175,162.938,-13.508,,,,,,,,,,,"Area=32 SF | Base Material=Rockworth - Nylon - Black | Body Material=Rockworth - Melamine - AVIGNION-(MV) | Depth=1' - 3 3/4"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=MODEL-ACL810 | Handle Material=Rockworth - Aluminium - Silver | Height=2' - 9 11/32"" | Level=L -1 | Lockset Material=Rockworth - Aluminium - Silver | Offset from Host=0' - 0"" | Shelf Material=Rockworth - Melamine - AVIGNION-(MV) | Top and Front Material=Rockworth - Melamine - OAK-69A-(MO) | Type=MODEL-ACL810 | Type Id=MODEL-ACL810 | Type IfcGUID=0SAszZqsj8Wh3VRhXc2ohP | Type Name=MODEL-ACL810 | Volume=2.01 CF | Width=2' - 7 1/2"""
1707759,Furniture,Supermarket fridge Revit - Bimshares.com,Supermarket fridge Revit - Bimshares.com,,,,L -1,,,,,,,,100 SF,16.04 CF,,,"Glass - White, High Luminance; Métal - Chrome; Peinture - White - Bright; Transparent plastic - Rougth",,,,,,Point,13.045,172.62,-15,,,,,,,359.811,11.95,171.241,-15,14.14,173.936,-8.311,13.045,172.589,-11.655,,,,,,,,,,,"Area=100 SF | Diffuser Material=Glass - White, High Luminance | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Supermarket fridge Revit - Bimshares.com | Glass material=Transparent plastic - Rougth | Level=L -1 | Offset from Host=0' - 0"" | Type=Supermarket fridge Revit - Bimshares.com | Type Id=Supermarket fridge Revit - Bimshares.com | Type IfcGUID=0SAszZqsj8Wh3VRhXc2o1p | Type Name=Supermarket fridge Revit - Bimshares.com | Volume=16.04 CF"
1708038,Furniture,Supermarket fridge Revit - Bimshares.com,Supermarket fridge Revit - Bimshares.com,,,,L -1,,,,,,,,100 SF,16.04 CF,,,"Glass - White, High Luminance; Métal - Chrome; Peinture - White - Bright; Transparent plastic - Rougth",,,,,,Point,10.545,172.62,-15,,,,,,,359.811,9.45,171.241,-15,11.64,173.936,-8.311,10.545,172.589,-11.655,,,,,,,,,,,"Area=100 SF | Diffuser Material=Glass - White, High Luminance | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Supermarket fridge Revit - Bimshares.com | Glass material=Transparent plastic - Rougth | Level=L -1 | Offset from Host=0' - 0"" | Type=Supermarket fridge Revit - Bimshares.com | Type Id=Supermarket fridge Revit - Bimshares.com | Type IfcGUID=0SAszZqsj8Wh3VRhXc2o1p | Type Name=Supermarket fridge Revit - Bimshares.com | Volume=16.04 CF"
