element_id,discipline,category,family,type,level,base_level,top_level,mark,system_name,system_type,service_type,classification,assembly_code,assembly_description,material,size,width,height,length,depth,area,volume,takt_id
1774763,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 11 1/4""",,14 SF,9.06 CF,
1775440,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"7' - 8 13/16""",,112 SF,74.76 CF,L -1 Zone 3
1777575,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,12 SF,8.26 CF,
1779421,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"2' - 5 1/4""",,35 SF,23.56 CF,
1779738,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"4' - 11 11/16""",,72 SF,48.09 CF,
1779997,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"7' - 8 13/16""",,112 SF,74.76 CF,
1943499,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"5' - 0 1/4""",,73 SF,48.53 CF,
1943544,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,13 SF,8.54 CF,
1943574,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,12 SF,8.26 CF,
1943630,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"13' - 4 1/2""",,130 SF,86.70 CF,
1943683,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,13 SF,8.54 CF,L -1 Zone 4
1943723,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"5' - 0 1/4""",,73 SF,48.53 CF,
1943755,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,12 SF,8.26 CF,
1943797,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"5' - 0 1/4""",,41 SF,27.24 CF,
1967723,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"14' - 4 3/4""",,204 SF,135.94 CF,L -1 Zone 3
1971369,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"10' - 1 1/4""",,137 SF,91.23 CF,L -1 Zone 3
1992218,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"14' - 8 3/4""",,204 SF,135.94 CF,L -1 Zone 3
1992635,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"0' - 10 1/4""",,11 SF,7.40 CF,
1993388,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"1' - 6""",,17 SF,11.28 CF,L -1 Zone 3
2179040,Architecture,Walls,,"Generic - 8"" - INTERIOR",L -1,,,,,,,,C1010,Partitions,Default Wall,,"0' - 8""",,"53' - 0 1/8""",,585 SF,389.81 CF,
1516246,Architecture,Walls,,"Generic - 8"" DNC",L -1,,,,,,,,,,Default Wall,,"0' - 8""",,"28' - 9""",,374 SF,249.17 CF,
1615046,Architecture,Walls,,"Generic - 8"" DNC",L -1,,,,,,,,,,Default Wall,,"0' - 8""",,"14' - 8 3/4""",,187 SF,124.76 CF,
1675374,Architecture,Walls,,"Generic - 8"" DNC",L -1,,,,,,,,,,Default Wall,,"0' - 8""",,"14' - 5 21/32""",,184 SF,122.54 CF,L -1 Zone 1
1796307,Architecture,Walls,,"Generic - 8"" DNC",L -1,,,,,,,,,,Default Wall,,"0' - 8""",,"42' - 8 3/4""",,603 SF,401.77 CF,
617799,Architecture,Walls,,"Retaining - 6"" Concrete",L -1,,,,,,,,,,"Concrete, Normal Weight - 4 ksi",,"0' - 6""",,"58' - 0""",,1102 SF,551.00 CF,
1944466,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"13' - 2""",,105 SF,,L -1 Zone 5
1944945,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"6' - 6 1/2""",,52 SF,,L -1 Zone 5
1945027,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"6' - 5 1/4""",,52 SF,,L -1 Zone 4
1945117,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"13' - 2""",,105 SF,,L -1 Zone 4
1945336,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"9' - 0""",,72 SF,,L -1 Zone 4
1945644,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"9' - 0""",,72 SF,,L -1 Zone 5
1946440,Architecture,Walls,,Storefront - EXTERIOR ISLAND,L -1,,,,,,,,B2010,Exterior Walls,,,,,"13' - 2""",,105 SF,,
1721556,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","7' - 8 1/4""",,"0' - 1""",31 SF,2.56 CF,
1721567,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","7' - 8 1/4""",,"0' - 1""",32 SF,2.63 CF,
1721569,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","7' - 8 1/4""",,"0' - 1""",32 SF,2.63 CF,
1721571,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","7' - 8 1/4""",,"0' - 1""",31 SF,2.56 CF,
1721581,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","7' - 9 1/2""",,"0' - 1""",31 SF,2.60 CF,
1721582,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","7' - 9 1/2""",,"0' - 1""",32 SF,2.66 CF,
1721583,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","7' - 9 1/2""",,"0' - 1""",32 SF,2.66 CF,
1721584,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","7' - 9 1/2""",,"0' - 1""",31 SF,2.60 CF,
1778123,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1778128,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 19/32""","7' - 7""",,"0' - 1""",32 SF,2.66 CF,L 0 Zone 4
1778130,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1787152,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","7' - 8 1/4""",,"0' - 1""",30 SF,2.53 CF,
1787157,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","7' - 8 1/4""",,"0' - 1""",31 SF,2.59 CF,
1787159,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","7' - 8 1/4""",,"0' - 1""",31 SF,2.59 CF,
1787161,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","7' - 8 1/4""",,"0' - 1""",30 SF,2.53 CF,
1787163,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","7' - 9 1/2""",,"0' - 1""",31 SF,2.56 CF,
1787164,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","7' - 9 1/2""",,"0' - 1""",32 SF,2.63 CF,
1787165,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","7' - 9 1/2""",,"0' - 1""",32 SF,2.63 CF,
1787166,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","7' - 9 1/2""",,"0' - 1""",31 SF,2.56 CF,
1789250,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","7' - 8 1/4""",,"0' - 1""",32 SF,2.66 CF,
1789255,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","6' - 8 1/4""",,"0' - 1""",28 SF,2.31 CF,
1789372,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 7""","7' - 8 1/4""",,"0' - 1""",28 SF,2.30 CF,
1789377,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 7""","6' - 8 1/4""",,"0' - 1""",24 SF,2.00 CF,
1918001,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","4' - 8 1/4""",,"0' - 1""",18 SF,1.54 CF,
1918002,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","4' - 8 1/4""",,"0' - 1""",19 SF,1.58 CF,
1918003,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 9/16""","4' - 8 1/4""",,"0' - 1""",19 SF,1.58 CF,
1918004,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 11 5/16""","4' - 8 1/4""",,"0' - 1""",18 SF,1.54 CF,
1926889,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","4' - 8 1/4""",,"0' - 1""",19 SF,1.56 CF,
1926890,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","4' - 8 1/4""",,"0' - 1""",19 SF,1.60 CF,
1926891,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 1/4""","4' - 8 1/4""",,"0' - 1""",19 SF,1.60 CF,
1926892,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0""","4' - 8 1/4""",,"0' - 1""",19 SF,1.56 CF,
1937480,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 29/32""","7' - 7""",,"0' - 1""",31 SF,2.58 CF,L 0 Zone 4
1937482,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 5/32""","7' - 7""",,"0' - 1""",32 SF,2.64 CF,L 0 Zone 4
1937484,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 29/32""","7' - 7""",,"0' - 1""",31 SF,2.58 CF,L 0 Zone 4
1937723,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1937725,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 19/32""","7' - 7""",,"0' - 1""",32 SF,2.66 CF,L 0 Zone 4
1937727,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1937892,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1937894,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 19/32""","7' - 7""",,"0' - 1""",32 SF,2.66 CF,L 0 Zone 4
1937896,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 11/32""","7' - 7""",,"0' - 1""",31 SF,2.60 CF,L 0 Zone 4
1938063,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 29/32""","7' - 7""",,"0' - 1""",31 SF,2.58 CF,
1938065,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 5/32""","7' - 7""",,"0' - 1""",32 SF,2.64 CF,L 0 Zone 4
1938067,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 0 29/32""","7' - 7""",,"0' - 1""",31 SF,2.58 CF,L 0 Zone 4
1938169,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 19/32""","7' - 7""",,"0' - 1""",32 SF,2.66 CF,
1938171,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 3 27/32""","7' - 7""",,"0' - 1""",33 SF,2.73 CF,
1938173,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 2 19/32""","7' - 7""",,"0' - 1""",32 SF,2.66 CF,
1947263,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 4 15/32""","6' - 7""",,"0' - 1""",29 SF,2.40 CF,
1947267,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 4 15/32""","6' - 7""",,"0' - 1""",29 SF,2.40 CF,
1947647,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 4 15/32""","6' - 7""",,"0' - 1""",29 SF,2.40 CF,
1947649,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 4 15/32""","6' - 7""",,"0' - 1""",29 SF,2.40 CF,
1949147,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 8 21/32""","7' - 7""",,"0' - 1""",28 SF,2.35 CF,
1949149,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 9 29/32""","7' - 7""",,"0' - 1""",29 SF,2.42 CF,
1949151,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 9 29/32""","7' - 7""",,"0' - 1""",29 SF,2.42 CF,
1949438,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 9 29/32""","7' - 7""",,"0' - 1""",29 SF,2.42 CF,
1949441,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"3' - 8 21/32""","7' - 7""",,"0' - 1""",28 SF,2.35 CF,
1952949,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","7' - 8 1/4""",,"0' - 1""",32 SF,2.66 CF,
1952951,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","6' - 8 1/4""",,"0' - 1""",28 SF,2.31 CF,
1953540,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","7' - 8 1/4""",,"0' - 1""",32 SF,2.66 CF,
1953542,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"4' - 1 27/32""","6' - 8 1/4""",,"0' - 1""",28 SF,2.31 CF,
2126040,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"2' - 9 1/4""","6' - 1""",,"0' - 1""",17 SF,1.40 CF,
2126242,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"2' - 9 1/4""","6' - 1""",,"0' - 1""",17 SF,1.40 CF,
2126490,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"2' - 9 1/4""","6' - 1""",,"0' - 1""",17 SF,1.40 CF,
2126496,Architecture,Curtain Panels,System Panel,Glazed,L 0,,,,,,,,,,Glass,,"2' - 9 1/4""","6' - 1""",,"0' - 1""",17 SF,1.40 CF,
1721562,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721565,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","5' - 0""","0' - 5""",3 SF,0.43 CF,
1721637,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721646,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721649,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1721650,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1721651,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1721652,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1721673,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721674,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721675,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721679,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721680,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1721681,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1769283,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1769284,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1769285,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1769286,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1769291,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1769292,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1769293,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 1/4""","0' - 5""",3 SF,0.36 CF,
1769294,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0""","0' - 5""",3 SF,0.35 CF,
1778137,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 11/32""","0' - 5""",3 SF,0.36 CF,L 0 Zone 4
1778138,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 11/32""","0' - 5""",3 SF,0.36 CF,L 0 Zone 4
1778139,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 2 19/32""","0' - 5""",3 SF,0.37 CF,L 0 Zone 4
1778140,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 11/32""","0' - 5""",3 SF,0.36 CF,L 0 Zone 4
1778141,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 2 19/32""","0' - 5""",3 SF,0.37 CF,L 0 Zone 4
1778142,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 1 11/32""","0' - 5""",3 SF,0.36 CF,L 0 Zone 4
1778143,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 0 Zone 4
1778145,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 0 Zone 4
1778150,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 0 Zone 4
1778151,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 0 Zone 4
1787169,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787170,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787171,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787172,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787173,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787174,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787175,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787176,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787177,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1787178,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1787179,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","5' - 0""","0' - 5""",3 SF,0.43 CF,
1787180,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1787181,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787182,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787183,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 0 9/16""","0' - 5""",3 SF,0.35 CF,
1787184,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 11 5/16""","0' - 5""",3 SF,0.34 CF,
1787185,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1787186,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 0,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
